"","SRR6078283.bam","SRR6078284.bam","SRR6078285.bam","SRR6078300.bam","SRR6078301.bam","SRR6078302.bam"
"LINC00886",74,31,56,71,76,56
"PA2G4P4",112,184,149,220,223,189
"LEKR1",11,8,12,20,17,12
"LINC00880",2,0,0,1,1,1
"LINC02029",0,2,1,4,0,0
"LINC00881",0,0,0,0,0,1
"CCNL1",2688,2630,2571,2051,1915,2502
"LOC101928236",70,36,57,42,70,80
"LOC105374179",7,8,4,8,19,16
"VEPH1",264,290,274,986,1128,492
"PTX3",28471,11614,12091,4654,4236,23457
"PQLC2L",159,62,156,125,86,296
"SHOX2",920,552,736,657,789,1115
"RSRC1",930,623,939,723,980,1000
"UC.134",3,4,2,4,4,7
"LOC100996447",0,0,1,3,1,0
"MLF1",165,144,227,165,223,188
"GFM1",961,1442,961,1144,1244,1284
"LXN",36,46,72,30,267,55
"RARRES1",13,31,36,26,45,32
"LOC112268457",3,1,1,2,5,5
"LOC100287290",17,26,20,22,32,33
"MFSD1",1666,2258,2383,3764,3134,2300
"LOC105374181",15,2,6,7,9,6
"IQCJ-SCHIP1",0,0,0,0,0,0
"IQCJ",0,0,0,7,1,1
"SCHIP1",0,1,0,2,1,0
"MIR3919",0,0,0,0,0,0
"IQCJ-SCHIP1-AS1",25,34,27,37,30,13
"LOC101928351",14,19,3,14,19,6
"IL12A-AS1",2,3,5,5,5,1
"IL12A",26,19,21,43,28,25
"LINC01100",0,0,0,0,0,0
"LOC105374314",0,0,0,0,0,0
"LOC107986149",0,0,0,0,0,0
"C3orf80",8,12,4,9,8,4
"TRIM59-IFT80",72,50,55,28,41,75
"IFT80",39,22,28,15,19,49
"SMC4",2069,2356,1344,3306,4546,2629
"MIR15B",0,1,1,1,1,2
"MIR16-2",1,1,1,0,1,1
"TRIM59",409,701,461,769,1057,426
"KPNA4",2894,3216,2382,2985,3343,2851
"SCARNA7",3164,1818,3649,2017,2483,3570
"ARL14",0,0,0,0,0,0
"PPM1L",19,18,43,65,89,489
"B3GALNT1",218,342,308,357,541,499
"LOC105374186",0,3,1,3,1,4
"NMD3",1132,2101,1570,1287,1538,1414
"LOC105374187",12,29,12,14,20,39
"LOC112268450",6,4,1,0,3,4
"SPTSSB",0,0,0,0,0,1
"LOC107986150",0,0,0,0,0,0
"LINC02067",1598,1090,2013,763,1408,3314
"OTOL1",0,0,0,0,0,0
"LOC107986048",0,0,0,0,0,0
"LOC107986049",1,1,1,0,0,0
"LINC01192",0,0,0,0,0,0
"LOC105374188",0,0,0,0,0,0
"LOC102724419",0,0,0,0,0,0
"MIR1263",0,0,0,0,0,0
"LOC105374189",0,0,0,0,0,0
"LOC105374190",1,0,3,0,0,0
"LOC105374191",53,25,137,48,32,33
"LOC107986151",3,0,2,2,1,0
"LINC01324",0,0,0,1,0,0
"LOC107986050",0,0,0,0,0,0
"SI",0,0,0,0,0,0
"LOC105374192",0,0,0,0,0,0
"LINC02023",0,0,0,1,0,0
"SLITRK3",0,0,2,0,0,2
"LINC01322",0,0,0,0,0,0
"BCHE",0,7,0,103,146,413
"LOC105374194",0,0,0,0,0,0
"LOC105374193",0,0,0,0,1,0
"LOC105374195",0,0,0,0,0,0
"LOC105374196",0,0,0,0,0,1
"ZBBX",0,0,1,0,0,0
"LINC01327",0,0,0,0,0,0
"SERPINI2",0,0,0,0,0,0
"LOC105374197",0,0,0,0,0,0
"WDR49",0,0,1,1,4,1
"PDCD10",560,766,756,631,702,691
"SERPINI1",12,29,26,70,66,68
"LRRC77P",0,0,0,0,0,0
"LOC107986152",3,3,1,3,4,5
"GOLIM4",2029,1993,1819,4239,4663,3269
"EGFEM1P",0,1,0,0,1,3
"MIR551B",0,0,0,0,0,0
"LOC105374200",0,0,0,0,1,0
"LINC02082",0,0,0,0,0,0
"LINC01997",0,0,0,0,0,0
"LOC107986051",0,0,0,1,0,0
"MECOM",134,54,47,278,267,31
"LOC105374206",0,0,0,0,0,0
"LOC105374205",0,0,0,0,0,0
"TERC",508,600,694,423,383,512
"ACTRT3",123,118,96,119,107,103
"TRV-AAC1-1",0,0,0,0,0,0
"MYNN",661,754,720,470,654,763
"LRRC34",83,36,80,71,130,103
"LRRIQ4",0,0,1,1,1,1
"LRRC31",1,0,0,0,0,0
"SAMD7",0,0,0,0,0,0
"LOC100128164",34,26,60,26,27,53
"SEC62",2372,2662,2028,3255,3479,3366
"GPR160",11,22,8,22,10,16
"PHC3",1692,1380,1441,1484,1861,1876
"LOC105374209",5,4,2,7,7,13
"PRKCI",1111,1614,1393,915,1256,1257
"SKIL",1619,4099,1795,2135,2325,1755
"CLDN11",41988,3349,20852,9369,8751,22044
"MIR6828",13,1,5,2,2,3
"SLC7A14",170,239,1080,145,190,805
"SLC7A14-AS1",22,0,8,7,12,14
"LOC105374211",2,0,4,1,1,6
"RPL22L1",1305,1182,2205,491,876,1393
"EIF5A2",557,486,693,605,666,520
"SLC2A2",1,0,1,0,3,4
"TNIK",29,67,87,184,200,266
"LOC105374216",2,1,0,1,2,4
"MIR569",0,1,0,0,0,0
"LOC102724479",1,1,3,3,3,5
"PLD1",901,146,480,333,436,701
"TMEM212",0,0,0,0,0,0
"TMEM212-AS1",0,0,0,1,0,0
"LOC105374218",0,0,0,0,0,0
"LOC105374217",0,0,0,0,0,0
"FNDC3B",6159,8083,6746,6249,7222,7470
"LOC107986153",42,57,29,36,52,66
"GHSR",0,1,1,0,0,0
"TNFSF10",12,3,94,60,28,168
"LINC02068",1,0,1,0,0,1
"NCEH1",421,420,423,1214,1110,340
"ECT2",851,1099,872,2319,3265,1021
"LOC107986052",0,0,0,0,1,0
"SPATA16",0,0,0,0,0,0
"LOC105374221",0,0,0,0,0,0
"LOC105374220",0,0,0,0,0,0
"LOC105374224",0,0,0,0,0,0
"NLGN1",1097,708,784,255,688,576
"LOC105374225",7,8,8,0,7,5
"NLGN1-AS1",6,10,5,1,10,9
"LOC105374226",0,0,0,0,0,0
"NAALADL2",888,443,666,332,569,874
"LOC107986027",2,2,1,0,3,6
"NAALADL2-AS3",2,0,0,0,0,3
"NAALADL2-AS2",2,2,0,0,1,1
"MIR4789",0,0,0,0,0,0
"NAALADL2-AS1",1,0,0,0,0,0
"MIR7977",0,0,0,0,0,0
"LOC105374230",0,0,0,0,1,0
"LINC01208",0,0,1,0,0,2
"LOC105374229",0,1,0,0,0,0
"LINC01209",0,0,0,0,0,0
"TBL1XR1",4861,6896,4835,4449,5664,5861
"LOC107986053",0,0,0,0,1,0
"LINC00501",0,1,0,0,0,0
"LINC00578",47,8,24,47,7,31
"LOC101928711",17,4,3,16,0,16
"LINC02015",10,24,4,31,4,6
"LOC107986154",0,3,0,1,1,0
"LOC105374234",0,0,0,0,1,0
"LOC107986155",2,0,0,0,1,0
"LOC107986156",0,0,0,0,0,0
"LOC105374235",5,16,8,6,0,7
"LINC01014",0,0,0,1,0,0
"KCNMB2-AS1",1,0,0,4,4,0
"KCNMB2",3,4,11,17,41,23
"ZMAT3",3237,2890,2936,3925,4419,5392
"LOC101928739",0,0,1,0,0,0
"PIK3CA",1239,1406,1002,1446,1245,1201
"KCNMB3",38,38,17,38,45,46
"ZNF639",788,969,859,805,882,993
"MFN1",1156,1935,1026,1136,1305,1369
"GNB4",2303,5497,3119,3675,4441,3888
"LOC107986157",0,0,1,0,0,0
"ACTL6A",658,945,794,959,1162,861
"MRPL47",417,601,513,598,581,508
"NDUFB5",840,641,1182,721,726,959
"LOC107986158",0,0,3,0,2,4
"USP13",342,477,245,584,949,502
"PEX5L",6,11,4,15,10,19
"PEX5L-AS2",0,0,0,0,0,0
"LINC02053",0,0,0,0,0,1
"LOC101928856",1,0,0,0,1,1
"TTC14",1304,1350,1173,917,936,1532
"CCDC39",94,103,67,69,95,149
"LOC101928882",0,0,2,3,8,70
"LOC105374240",1,0,1,0,2,13
"FXR1",2603,3120,2630,2107,2765,2700
"DNAJC19",215,214,349,190,216,303
"SOX2-OT",1,0,1,1,2,2
"LOC102724604",0,0,0,0,1,1
"SOX2",0,0,0,0,0,0
"LINC01206",0,0,1,0,1,0
"LOC105374242",0,0,0,0,0,0
"LOC105374243",0,0,0,0,0,0
"LINC01994",0,0,0,0,0,0
"LINC01995",0,0,0,0,0,0
"LINC02031",0,0,0,0,0,0
"LOC107986054",0,0,0,0,0,0
"LOC105374245",0,1,0,1,0,0
"ATP11B",2773,3650,2407,2569,2986,3169
"DCUN1D1",935,1277,1024,1078,1281,1219
"LOC105374246",0,1,2,1,0,0
"MCCC1",522,752,551,454,565,729
"LOC105374247",0,0,0,0,0,0
"LAMP3",0,2,0,0,3,4
"MCF2L2",4,3,2,3,4,4
"B3GNT5",28,133,34,8,107,115
"LOC107986160",1,1,2,1,6,3
"LOC107986161",0,0,0,2,0,1
"LINC00888",55,78,58,57,96,43
"SNORA63D",1,1,3,0,3,2
"SNORA63E",2,1,1,0,3,4
"KLHL6",0,1,0,1,2,0
"KLHL6-AS1",0,0,0,1,0,0
"LOC105374248",0,0,0,0,0,0
"LOC107986162",7,8,9,6,7,17
"KLHL24",1678,978,1735,1294,1152,1953
"YEATS2",1098,2047,1125,1446,1701,1497
"YEATS2-AS1",9,29,8,17,22,32
"MAP6D1",22,43,29,37,43,39
"PARL",338,384,399,514,581,401
"MIR4448",0,0,0,0,0,0
"ABCC5",884,923,917,997,901,1322
"ABCC5-AS1",1,3,2,2,3,2
"HTR3D",0,0,0,0,0,0
"HTR3C",1,0,0,0,0,0
"LOC105374249",7,3,4,2,8,5
"HTR3E-AS1",0,0,0,0,0,0
"HTR3E",0,0,0,0,0,0
"EIF2B5",539,992,963,744,859,980
"DVL3",673,720,725,1174,1205,1018
"AP2M1",8548,13193,11778,13613,14367,8653
"ABCF3",786,1197,828,959,1009,947
"VWA5B2",2,1,1,1,1,6
"MIR1224",0,0,0,0,0,0
"ALG3",252,154,229,380,427,297
"EEF1AKMT4-ECE2",0,0,0,0,0,0
"EEF1AKMT4",25,15,36,35,38,26
"CAMK2N2",8,3,9,2,4,5
"ECE2",0,0,0,0,0,0
"PSMD2",4147,6118,4002,9677,8778,4610
"EIF4G1",8851,11125,8135,13997,14670,11643
"SNORD66",4,4,1,0,0,4
"FAM131A",191,162,267,101,154,288
"CLCN2",73,40,55,57,93,105
"POLR2H",517,474,686,501,559,666
"THPO",19,2,4,1,6,4
"CHRD",297,84,104,13,47,120
"LINC02054",2,0,0,1,0,1
"LINC01839",0,0,0,0,0,0
"LINC01840",0,0,0,0,0,0
"EPHB3",914,319,669,521,604,1345
"MAGEF1",569,582,601,738,843,660
"LOC107986163",51,24,39,19,63,67
"LINC02069",0,1,0,0,0,1
"LOC105374253",2,1,0,0,4,5
"VPS8",1662,1619,1549,1093,1258,1654
"C3orf70",114,168,71,25,95,62
"EHHADH-AS1",0,0,0,0,0,0
"EHHADH",132,205,190,211,305,199
"MIR5588",0,0,0,0,0,0
"MAP3K13",303,294,319,245,318,323
"LOC101929018",4,3,2,5,4,5
"TMEM41A",263,364,276,303,358,333
"LOC105374254",3,0,1,1,0,1
"LIPH",1,11,10,2,10,8
"LOC107986055",0,0,0,0,0,0
"SENP2",645,570,557,859,907,750
"IGF2BP2",1163,495,617,431,760,659
"IGF2BP2-AS1",5,2,0,1,2,3
"MIR548AQ",1,0,0,0,0,0
"TRA2B",1653,2264,1977,1992,2309,1753
"NMRAL2P",21,27,7,45,38,49
"ETV5",685,517,457,1849,1815,1295
"LOC105374257",0,0,0,0,0,0
"DGKG",1,4,0,2,2,0
"LINC02020",0,0,0,0,0,0
"LINC02052",0,0,0,0,0,0
"LINC02051",0,0,0,3,5,0
"CRYGS",28,24,18,23,24,43
"TBCCD1",220,281,273,315,345,290
"DNAJB11",697,1597,1054,1737,2121,1238
"AHSG",0,0,0,0,0,0
"FETUB",0,0,0,0,2,0
"LOC105374258",0,0,0,0,0,0
"HRG",0,0,0,0,0,0
"KNG1",1,0,0,0,0,1
"LOC105374259",0,0,0,0,0,0
"EIF4A2",6392,7795,7770,2473,3185,6106
"SNORD2",41,39,44,22,37,40
"SNORA63B",33,21,25,30,27,29
"MIR1248",1,1,1,1,0,0
"SNORA81",24,33,26,11,34,35
"SNORA63",1689,1309,2133,1770,1547,1598
"SNORA4",29,42,47,41,46,59
"RFC4",174,242,176,339,460,226
"LINC02043",4,0,2,0,3,1
"ADIPOQ",0,0,0,0,0,0
"ADIPOQ-AS1",0,0,1,0,0,1
"ST6GAL1",9,7,13,16,26,13
"RPL39L",108,115,142,290,310,192
"LOC101929106",0,3,0,1,2,0
"RTP1",0,0,0,0,0,0
"MASP1",2867,2170,9894,7200,4258,6190
"LOC105374260",5,12,10,7,19,15
"LOC101929130",144,63,180,90,122,127
"RTP4",44,19,84,31,27,59
"LINC02041",0,0,1,0,1,0
"LOC105374262",0,0,0,0,0,0
"SST",1,0,0,7,2,0
"RTP2",0,0,0,0,0,1
"LOC100131635",0,5,2,0,3,0
"BCL6",1088,653,909,1277,1629,1251
"LOC105374263",0,0,0,0,0,0
"LOC105374264",0,0,0,0,0,0
"LOC105374265",0,0,0,0,0,0
"LINC01991",0,0,0,0,1,0
"LOC107986166",0,0,0,0,0,1
"LPP-AS2",10,14,12,17,23,20
"LPP",5834,13170,4763,4722,7799,6006
"FLJ42393",15,13,7,12,23,14
"LPP-AS1",1,7,1,1,4,4
"MIR28",0,1,0,1,0,0
"TPRG1-AS1",2,1,1,2,2,2
"LOC107986168",1,2,2,2,1,4
"LOC107986167",1,1,1,3,4,9
"TPRG1",7,6,10,33,19,249
"TPRG1-AS2",0,0,0,1,0,0
"LOC105374270",0,0,0,0,0,1
"LOC107986169",0,0,0,1,1,0
"TP63",11,3,8,13,2,24
"MIR944",0,0,0,0,0,0
"P3H2",134,137,104,236,92,36
"P3H2-AS1",0,0,0,0,0,0
"LOC107986170",0,0,0,0,1,0
"CLDN1",3,2,0,2,24,4
"CLDN16",0,1,1,1,1,0
"TMEM207",0,0,0,0,0,0
"IL1RAP",444,435,424,453,925,488
"LINC02013",0,0,0,0,0,0
"GMNC",0,1,1,0,6,1
"SNAR-I",0,0,0,0,0,0
"LOC107986171",0,0,0,1,4,1
"OSTN",1,0,0,2,4,0
"OSTN-AS1",1,2,2,2,1,0
"UTS2B",23,11,11,18,25,26
"CCDC50",2278,3043,1863,2417,2677,2868
"LINCR-0002",0,0,0,0,0,0
"PYDC2",0,0,0,0,0,0
"LOC105374275",0,0,0,0,0,0
"LOC105374276",0,0,0,0,0,0
"LOC105374277",0,0,0,0,0,0
"FGF12",1,2,1,4,6,38
"FGF12-AS1",0,0,0,0,0,0
"FGF12-AS2",0,0,0,0,0,0
"LOC107986028",0,0,0,0,0,0
"LOC107986056",0,0,0,1,1,0
"MB21D2",318,511,429,176,254,151
"LOC105374280",0,0,0,0,0,0
"HRASLS",0,1,1,1,2,0
"MGC2889",0,0,0,0,1,0
"ATP13A5",0,0,0,0,0,0
"ATP13A5-AS1",0,0,0,0,0,0
"ATP13A4",2,1,2,2,6,10
"ATP13A4-AS1",0,0,0,0,0,0
"OPA1",1963,2771,1774,2202,2663,2561
"OPA1-AS1",5,7,8,6,9,13
"LOC102724808",9,8,1,10,19,11
"LOC105374282",0,0,0,0,0,0
"LOC105374283",0,0,0,0,0,0
"LOC105374284",0,0,0,0,0,0
"LINC02038",0,0,0,0,0,0
"LOC105374287",0,0,0,0,0,1
"LOC105374286",0,0,0,0,0,0
"LINC02026",0,1,0,1,0,0
"DPPA2P3",1,0,0,0,0,0
"LINC02028",0,0,1,1,1,1
"LOC102724877",0,0,0,0,0,0
"HES1",68,223,35,112,193,97
"LOC107986172",2,0,1,1,0,0
"LINC02036",0,0,0,0,0,0
"LINC02037",0,0,0,1,0,1
"LINC02048",2,0,2,0,2,5
"LINC00887",3,0,0,1,0,2
"CPN2",0,0,0,8,31,5
"LRRC15",296,490,855,5983,10401,2461
"GP5",1,2,6,5,0,9
"ATP13A3",5981,6911,5036,5497,6185,5553
"LINC00884",5,12,4,8,10,8
"TMEM44-AS1",57,37,40,34,51,56
"TMEM44",544,643,467,447,467,709
"LOC105374291",4,0,2,2,9,4
"LSG1",743,960,682,879,1011,1025
"FAM43A",1767,1572,660,554,281,256
"LOC105374292",0,0,1,0,0,0
"LINC01968",0,0,0,0,0,0
"LINC01972",0,0,0,1,0,0
"LOC107986174",0,0,0,0,0,0
"LOC107986173",0,0,0,0,0,0
"LOC105374294",0,0,0,0,0,0
"LOC105374295",0,0,0,0,0,0
"XXYLT1",788,1063,686,920,957,1068
"XXYLT1-AS1",0,1,1,0,0,0
"MIR3137",0,0,0,1,1,0
"XXYLT1-AS2",56,3,7,4,3,5
"LOC105374296",35,6,2,12,5,10
"ACAP2",3398,3493,2973,2994,3537,4007
"PPP1R2",1043,1420,1344,1108,1120,1314
"APOD",97,6,96,355,340,601
"LOC107986029",1,0,0,0,0,0
"LOC105374298",19,22,12,13,27,24
"LOC105374297",0,0,0,1,1,2
"SDHAP2",177,215,119,138,117,454
"MIR570HG",64,31,49,22,14,50
"MIR570",19,7,18,14,6,10
"MUC20",28,2,16,0,0,35
"MUC4",2,1,1,0,0,4
"LOC105374299",0,0,0,0,0,0
"LINC01983",0,0,0,0,1,0
"LOC107984010",1,0,0,0,0,0
"TNK2",637,533,634,920,795,738
"MIR6829",0,0,0,0,0,0
"TNK2-AS1",0,1,0,1,0,1
"LOC727978",5,6,1,1,2,4
"SDHAP1",288,292,214,230,237,408
"LOC105374301",3,1,1,1,0,5
"TFRC",4503,8825,5500,9185,7858,6865
"LINC00885",0,0,0,0,0,0
"LOC105374303",0,0,0,0,0,0
"ZDHHC19",0,0,0,0,0,0
"LOC105374304",5,1,1,3,1,2
"SLC51A",21,31,10,13,17,25
"PCYT1A",2050,2504,2070,3046,3274,2870
"TCTEX1D2",139,104,164,94,132,98
"TM4SF19-TCTEX1D2",0,0,0,0,0,0
"LOC107986031",4,8,2,6,3,8
"TM4SF19-AS1",4,3,3,5,7,17
"TM4SF19",0,0,0,0,1,0
"UBXN7",1515,1355,1181,1180,1277,1586
"UBXN7-AS1",4,1,1,6,6,4
"RNF168",778,857,761,954,1192,1324
"LOC105374306",5,3,5,11,9,9
"LOC105374307",0,0,1,0,0,2
"SMCO1",2,1,0,2,1,2
"WDR53",146,109,139,167,172,151
"FBXO45",255,421,270,419,508,392
"LINC01063",3,2,1,1,3,1
"NRROS",11,2,4,3,1,5
"CEP19",121,93,149,99,143,141
"PIGX",327,424,351,391,478,406
"PAK2",928,726,590,1322,1559,1007
"SENP5",1093,1530,1031,1071,1364,1228
"NCBP2",1359,1451,1401,1486,1872,1760
"NCBP2-AS1",7,2,7,3,9,13
"NCBP2-AS2",89,74,114,165,170,144
"PIGZ",157,100,120,110,195,199
"MELTF",78,144,388,121,296,393
"MELTF-AS1",44,24,52,24,38,49
"DLG1",1345,2824,1367,2378,3358,1942
"MIR4797",2,0,0,0,0,1
"DLG1-AS1",1,5,1,4,7,1
"LOC101926923",0,0,0,0,0,0
"LOC105374308",1,1,1,2,3,2
"LOC105374309",0,0,0,1,2,0
"LINC02012",3,0,3,1,3,4
"BDH1",48,41,113,54,98,91
"LOC220729",195,154,147,138,175,231
"LOC107986175",0,0,0,2,2,1
"LOC112268458",4,6,8,6,4,28
"RUBCN",536,294,424,711,735,574
"MIR922",0,0,0,0,0,0
"FYTTD1",2178,2747,2265,2028,2282,2066
"LRCH3",987,805,991,991,1061,1091
"LOC105374310",5,11,9,15,8,14
"IQCG",182,163,140,180,202,210
"RPL35A",6245,4510,9494,4680,5216,7579
"LMLN",131,104,73,187,250,167
"LMLN-AS1",0,0,0,0,0,0
"ANKRD18DP",0,0,0,0,0,0
"LOC107986177",0,0,0,0,0,0
"FAM157A",4,1,2,4,3,61
"LOC105379426",4,3,6,0,1,8
"LOC101928669",3,1,4,3,1,11
"LOC101059949",0,0,0,0,0,4
"LOC107987361",1,0,1,1,0,2
"ZNF595",141,136,122,92,141,194
"ZNF718",136,154,148,96,210,330
"ZNF876P",32,44,43,10,77,46
"LOC107986244",2,3,1,5,4,3
"ZNF732",1,10,7,10,25,7
"LOC105374336",1,0,6,3,4,2
"ZNF141",388,338,293,262,414,584
"MIR571",0,0,0,0,2,4
"ABCA11P",80,122,93,101,100,122
"ZNF721",230,400,193,222,299,287
"PIGG",1234,1689,1253,1342,1524,1623
"TMEM271",0,0,0,0,0,0
"LOC105374338",0,0,0,0,0,0
"PDE6B",8,14,11,5,8,11
"LOC101928521",0,0,0,0,0,0
"ATP5ME",1037,1022,1561,935,990,977
"MYL5",400,301,370,258,319,548
"SLC49A3",407,144,282,407,181,688
"LOC107986245",2,0,0,0,1,0
"PCGF3",1049,1129,1079,1491,1338,1488
"LOC107986246",9,12,11,14,17,22
"LOC107986211",49,39,52,61,72,116
"LOC100129917",59,75,40,86,93,174
"CPLX1",2,1,0,0,2,2
"LOC105374339",3,0,5,2,6,6
"LOC105374340",2,3,3,1,3,6
"GAK",1093,1465,1320,1580,1635,1601
"LOC105374341",1,19,7,9,17,21
"TMEM175",241,215,312,420,390,441
"DGKQ",647,770,678,717,633,950
"SLC26A1",67,61,101,180,104,222
"IDUA",322,282,283,369,342,654
"FGFRL1",889,520,724,2218,1045,934
"LOC105374343",1,1,1,14,4,7
"RNF212",34,21,15,39,8,13
"LOC105374344",4,4,0,1,3,0
"TMED11P",2,4,1,1,1,1
"SPON2",1123,747,5563,8089,2119,8278
"LOC100130872",27,29,158,98,12,218
"LOC101928548",4,2,9,8,0,28
"CTBP1-AS",37,19,24,29,68,67
"CTBP1",2380,2210,2653,2455,2554,3541
"CTBP1-DT",0,0,0,0,0,4
"LOC105374347",0,0,0,0,1,3
"LOC105374346",1,0,1,2,2,1
"MAEA",957,899,1061,1431,1226,1384
"UVSSA",594,753,311,465,1044,491
"CRIPAK",96,82,33,69,163,68
"NKX1-1",0,0,0,0,0,0
"LOC105374348",0,0,0,0,0,0
"FAM53A",63,73,89,132,94,77
"LOC105374349",0,0,0,0,0,0
"SLBP",920,890,964,1070,1170,1173
"TMEM129",914,849,1249,1072,827,1427
"TACC3",233,508,203,1180,1734,374
"LOC112268460",8,11,4,18,36,20
"FGFR3",14,11,9,18,21,19
"LETM1",1324,1641,1326,1531,1732,1564
"NSD2",2085,1770,1812,3331,4799,2508
"SCARNA22",41,45,40,30,44,25
"NELFA",311,277,396,377,368,442
"MIR943",0,0,0,0,0,2
"C4orf48",30,90,133,133,56,105
"NAT8L",4,3,0,0,2,5
"POLN",70,54,54,88,70,78
"HAUS3",196,283,205,354,318,271
"MXD4",1820,1296,2458,3154,2539,3061
"MIR4800",0,0,0,0,0,0
"ZFYVE28",280,255,129,328,351,392
"LOC105374352",14,6,1,18,20,18
"LOC107986249",5,2,0,4,4,6
"CFAP99",2,0,0,0,1,4
"LOC105374353",3,0,3,7,7,16
"LOC107986250",5,3,4,8,13,27
"RNF4",1025,971,1000,1708,1955,1560
"FAM193A",516,326,401,614,716,596
"TNIP2",729,860,879,693,688,764
"LOC102723763",1,1,0,2,1,0
"SH3BP2",1179,551,762,1592,1555,1461
"ADD1",5297,4675,5562,6552,6936,7222
"MFSD10",843,1124,1482,1248,1127,1563
"NOP14-AS1",139,64,96,180,173,183
"NOP14",945,1134,931,900,1107,1171
"GRK4",65,34,85,67,66,101
"HTT-AS",1,0,2,1,0,0
"HTT",1558,1529,1209,2283,2362,2453
"MSANTD1",6,8,5,8,11,25
"RGS12",577,474,656,568,707,657
"HGFAC",4,0,0,0,1,4
"LOC105374354",0,0,0,0,0,1
"DOK7",3,1,6,4,4,11
"LOC105374355",0,0,0,0,0,0
"LRPAP1",2235,2470,3432,2838,2644,3418
"LINC00955",0,0,0,0,0,0
"LOC112268461",0,0,0,0,0,0
"LOC105374357",0,0,0,0,0,0
"LINC02171",0,0,0,0,0,0
"LOC107986251",1,54,3,70,40,3
"ADRA2C",6,200,9,157,60,17
"FAM86EP",85,40,74,59,55,116
"LOC105374358",1,2,0,1,1,11
"LOC105374359",1,0,1,0,0,2
"LOC101928217",1,1,0,1,0,3
"LOC107986252",0,0,0,0,0,0
"OTOP1",0,0,0,0,0,0
"TMEM128",352,408,490,395,494,487
"LYAR",209,268,193,243,294,260
"ZBTB49",93,99,100,72,129,109
"LOC112268462",0,0,0,0,0,0
"NSG1",2,5,4,20,20,13
"LOC107986253",0,1,1,0,0,1
"STX18",478,520,620,720,664,610
"STX18-IT1",2,1,0,3,1,6
"LOC107986254",25,13,12,30,24,39
"STX18-AS1",37,15,23,23,25,35
"LOC101928237",1,0,3,5,7,6
"SNORD162",0,0,0,0,0,0
"LOC101928279",4,3,2,7,7,14
"LINC01396",0,1,0,0,0,3
"MSX1",304,194,177,829,299,643
"LOC101928306",1,0,10,0,1,6
"LOC107986218",0,0,0,0,0,0
"CYTL1",8,0,2,3,10,11
"LOC107986256",2,1,1,0,0,3
"LOC107986255",0,0,0,2,0,2
"STK32B",628,284,428,285,336,446
"LOC105374362",5,8,3,7,3,8
"LINC01587",1,2,2,2,3,11
"EVC2",522,411,513,509,514,792
"EVC",2452,1412,2425,2224,2940,3805
"CRMP1",15,15,14,18,28,39
"C4orf50",0,0,0,0,0,0
"MIR378D1",0,0,0,0,0,0
"JAKMIP1",0,0,0,0,0,0
"LINC02495",0,0,0,0,0,0
"LOC105374364",0,0,0,0,0,0
"WFS1",434,227,485,792,727,846
"LOC107986257",0,0,1,0,1,2
"PPP2R2C",1,6,1,37,5,5
"LOC105374365",0,0,0,1,0,0
"MAN2B2",1953,1718,2734,2767,2279,2939
"MRFAP1",3306,4359,4058,3738,4499,3577
"LINC02482",31,30,33,11,27,37
"LOC93622",213,185,209,222,345,265
"LINC002481",1,2,0,0,0,3
"S100P",4,1,0,3,4,1
"MRFAP1L1",867,827,770,953,1175,960
"LOC105378240",0,0,0,0,1,0
"BLOC1S4",170,208,204,213,191,200
"LOC105374367",0,0,0,0,0,0
"KIAA0232",1641,2176,1370,1488,1858,1991
"TBC1D14",762,609,675,651,724,756
"LOC100129931",13,7,1,9,15,21
"CCDC96",20,15,19,40,41,30
"TADA2B",579,653,619,693,614,685
"GRPEL1",425,494,477,674,597,489
"LOC105374368",8,4,4,7,9,8
"LOC105374370",6,1,1,1,0,0
"LINC02447",3,0,4,0,1,1
"SORCS2",116,178,490,528,434,412
"LOC105374371",0,0,0,0,1,0
"MIR4798",0,0,0,0,0,0
"PSAPL1",0,2,3,0,1,0
"MIR4274",0,0,0,0,0,0
"LOC107986258",0,1,3,1,0,1
"AFAP1-AS1",62,76,35,35,46,72
"AFAP1",3129,4681,2596,2916,3025,2893
"LOC389199",4,9,3,8,2,5
"ABLIM2",0,2,1,0,3,4
"MIR95",0,0,0,0,0,0
"SH3TC1",8,7,6,2,8,5
"LOC105374373",3,5,2,3,10,8
"HTRA3",258,227,355,132,536,1768
"LOC112268463",0,0,0,0,0,0
"LINC02517",0,0,0,0,0,1
"ACOX3",503,1075,567,546,659,629
"LOC105374376",3,2,0,2,4,6
"TRMT44",209,233,207,200,247,297
"GPR78",0,0,1,0,0,1
"CPZ",829,828,610,659,234,1264
"LOC101928532",0,0,0,0,0,0
"HMX1",0,0,0,0,0,0
"LOC105374474",0,0,0,0,0,0
"LOC105369250",63,61,13,4,12,42
"FAM90A26",1,0,0,1,0,1
"USP17L10",0,0,0,0,0,0
"USP17L11",0,0,0,0,0,0
"USP17L12",0,0,0,0,0,0
"USP17L13",0,0,0,0,0,0
"USP17L15",0,0,0,0,0,0
"USP17L17",0,0,0,0,0,0
"USP17L18",0,0,0,0,0,1
"USP17L19",0,0,0,0,0,0
"USP17L20",0,0,0,0,0,0
"USP17L21",0,0,0,0,0,0
"USP17L22",0,0,0,0,1,0
"USP17L24",0,0,0,0,0,0
"USP17L25",0,0,0,0,0,0
