# Program:featureCounts v2.0.2; Command:"/mnt/md127/bio-tools/featureCounts/subread-2.0.2-source/bin/featureCounts" "-T" "32" "-p" "-g" "gene_id" "-a" "/mnt/archive/Karol_organized_2020/NGSprint/genome/hg38.refGene.gtf" "-o" "FeatureCounts_all_reads.txt" "SRR6078274.sorted.bam" "SRR6078275.subread.sorted.bam" "SRR6078276.sorted.bam" "SRR6078291.subread.sorted.bam" "SRR6078292.sorted.bam" "SRR6078293.sorted.bam" 
Geneid	SRR6078274.sorted.bam	SRR6078275.subread.sorted.bam	SRR6078276.sorted.bam	SRR6078291.subread.sorted.bam	SRR6078292.sorted.bam	SRR6078293.sorted.bam
SYMPK	2623	3328	2282	2610	2329	2730
DDX23	3232	3807	2961	3511	2594	4594
LINC01300	0	0	0	0	0	0
MIR1302-7	2	4	0	4	4	1
MIR4472-1	0	0	0	0	0	0
LINC00051	0	0	0	0	0	0
SPACA4	0	0	2	0	0	0
LOC101928087	0	0	0	0	0	0
GCC1	1436	1779	1375	1632	1574	1647
STPG2	3	7	4	9	2	4
LY6E-DT	78	81	75	40	44	55
CDC42P3	21	21	10	11	14	36
C8orf31	142	134	89	159	96	129
SYCE2	23	41	33	32	25	35
URAD	0	0	0	0	0	0
HMX3	0	0	0	0	0	0
MFSD13A	61	125	79	74	111	41
MAFA-AS1	0	0	0	0	0	0
SNORD149	0	1	0	0	0	0
LOC100310756	215	166	152	151	108	87
PRSS54	0	0	2	0	0	1
LOC101928160	0	0	0	0	0	0
MIR4664	2	0	1	0	4	3
LOC105375800	0	0	0	0	1	0
DMAP1	739	836	621	806	639	816
MIR937	0	0	0	0	0	0
ZNF614	648	658	462	621	527	519
PIAS3	723	1507	648	991	929	1752
MAGEH1	1082	1096	1230	1192	906	952
QPCT	1658	3080	874	1609	1223	1453
OR51E1	0	0	0	0	0	0
MIR6846	1	0	1	1	1	0
MIR6847	2	0	1	1	0	1
SEC62	4145	6747	3894	5837	5329	7792
ITIH3	29	6	5	144	39	2
MIR7112	0	1	1	2	1	1
MIR6848	0	0	3	0	0	0
IQCF6	0	0	0	0	0	0
LOC101928902	0	0	1	0	1	0
MIR1234	0	0	0	0	0	0
MIR6849	0	0	0	0	0	0
MSMO1	3082	1849	1811	7562	3577	2804
MAGEB3	0	0	0	0	0	0
KLRC2	0	0	0	2	1	0
MIR6893	0	1	0	0	0	0
DEFB126	0	0	0	0	0	0
PAM16	17	18	25	17	14	19
NDUFA13	3818	4295	3617	3882	3483	4745
EDAR	0	0	0	0	0	4
RPA3	443	375	471	347	289	766
MIR6850	0	0	0	0	0	0
LOC100130027	110	106	124	105	123	135
TMEM126A	733	589	753	757	529	773
RIMBP3B	0	0	0	0	0	0
ZNHIT2	287	257	270	372	284	161
ZNF252P	1294	1495	1354	1425	853	1327
TMED10P1	233	245	213	283	193	264
ZNF252P-AS1	8	10	12	38	14	4
YIPF7	2	0	0	4	1	2
RNF223	0	0	0	0	0	0
PCED1A	1541	1532	1170	1646	1083	1245
FBXO45	584	669	554	651	842	969
MSGN1	0	0	0	0	0	0
RPL27A	10650	9612	12086	8009	7960	6213
ACTA1	28	55	24	29	75	27
RBM20	0	0	0	23	2	23
CR1	0	0	0	0	0	0
SEZ6	16	28	19	40	24	31
CDH15	3	13	5	4	8	11
TAF9B	703	919	705	717	627	965
AKR7A2	2167	2383	2289	1802	1216	2414
PRPF38A	735	935	911	756	634	825
AARD	35	0	0	8	10	15
NGFR	0	83	0	239	5402	4
SNED1	7116	5014	2708	1864	982	5377
OR52E4	0	0	0	0	0	0
CHST2	1126	2014	555	1473	1684	538
MRC1	2	4	0	0	2	4
VGLL1	0	0	0	0	0	0
SOX13	91	255	123	168	303	325
RETSAT	3520	2772	2454	4145	1818	4068
RPL35	8337	7618	9479	5550	5107	7932
IRAK3	793	1119	699	684	656	1263
PYROXD2	629	1172	425	521	331	453
NOXRED1	12	32	29	20	14	25
TRPC1	1101	1260	1018	1294	1028	1428
ADCK2	700	719	557	424	650	777
RRP1	908	1013	916	986	770	1040
NUFIP2	4527	7985	4775	7486	7059	8570
HSBP1L1	454	374	598	334	224	154
ETDC	0	5	0	2	0	2
IFI27L2	1040	1637	1299	1216	1005	1143
DDX11L5	3	2	4	13	1	2
CCDC106	388	386	310	865	562	314
EPG5	4420	7962	4675	5903	6878	10120
NPPA	2	2	4	15	7	7
NKX6-1	8	4	4	10	14	2
SPATA31A7	0	0	0	0	0	0
MTG2	678	689	555	892	778	894
MVD	1186	1200	1029	1885	686	1925
LINC01231	0	2	6	0	0	0
CRTAC1	1	0	4	0	0	2
RFX3-AS1	17	11	9	10	17	18
GLIS3-AS1	1	0	0	5	2	4
CDC37L1-DT	16	7	10	10	6	7
NEK5	9	8	18	23	19	38
MT1H	5	1	0	1	1	4
MS4A5	0	0	0	0	0	0
MIR4665	0	0	0	0	0	0
ANKRD66	0	0	0	0	0	2
CDK13	2789	3831	2932	4173	4008	3238
ULK1	1279	1566	1014	1677	2152	1444
TSEN54	285	394	420	477	334	319
CYP4V2	1062	2033	1857	1563	1384	673
SPANXN4	0	0	0	0	0	0
OR1J4	16	4	6	4	9	8
OR1J1	9	19	5	4	18	22
OR1B1	0	2	0	0	0	0
ITGA11	40763	29198	29411	166280	147964	12763
FLVCR2	8	8	20	16	12	22
SMYD2	1020	1306	1071	1422	1125	1310
SLITRK1	4	32	0	14	0	0
PTPRD-AS1	0	0	0	0	0	0
LOC105375972	0	0	0	0	0	0
PTPRD-AS2	0	0	0	0	0	0
LURAP1L-AS1	9	8	8	18	7	16
SNORD137	1	0	1	0	1	1
SLC27A2	0	0	2	2	0	2
LINC01235	2	0	0	0	0	0
LINC00583	0	0	0	0	0	0
IFT172	1333	1930	1207	1657	1103	1568
PFN4	40	50	37	37	19	29
ZSWIM9	97	192	77	168	130	124
AKAP6	262	99	1216	1646	1752	524
HIBCH	452	619	420	680	466	709
LOC389705	23	13	5	19	18	18
RHPN2	103	126	81	59	57	18
NAA25	1089	1240	1051	1324	1344	1669
C9orf92	2	2	0	0	2	3
TGFBR3L	36	59	45	34	28	6
MIR3152	1	0	0	2	0	1
TMEM50A	5274	6773	4222	6466	6637	8681
PTPN14	9494	20773	10786	12611	14758	12231
SCARNA8	0	4	4	4	0	8
MIR4473	0	0	2	0	0	2
MIR4474	1	1	0	0	0	0
FOCAD-AS1	3	7	20	14	6	11
SNORA30B	0	1	3	2	0	0
IFNA22P	0	0	0	0	0	0
CDKN2A-DT	0	0	0	0	2	1
LINC01239	20	4	2	24	16	15
LOC101929563	0	0	0	0	0	0
MAP3K10	410	604	440	791	1355	587
ZNF705E	2	0	2	2	7	15
HCN1	11	1	6	0	4	0
LINC01241	0	0	0	0	0	2
LYVE1	2	2	2	0	4	7
IFT74-AS1	0	1	1	0	0	2
GPC6	4112	5309	5317	2460	1726	3905
MYH6	0	0	0	0	0	0
MYH3	67	67	117	120	374	49
LINC00032	0	0	0	0	0	0
LINC01242	1	0	0	0	0	0
LINC01243	0	0	0	0	0	0
ADHFE1	90	169	85	71	68	41
STX17	1473	1640	1395	1661	1330	1579
CBLN3	196	604	135	256	242	428
URB1	2864	4213	2562	3544	3479	3044
B4GALT1-AS1	70	25	27	54	21	46
MBOAT1	439	402	271	1035	403	429
MIR6851	1	3	0	4	4	3
SUGT1P1	44	55	36	55	54	41
PTENP1-AS	1	0	2	0	0	0
LINC01251	0	1	0	0	0	4
SNORD121B	0	0	0	0	0	0
SNORD121A	1	3	1	7	0	3
TMEM115	2554	2371	1827	2893	2388	2360
WDHD1	579	638	733	417	337	2002
KRI1	963	1273	998	936	686	1266
CNTFR-AS1	0	0	0	0	0	0
BPY2B	0	0	0	0	0	0
TMEM150C	147	61	48	29	2	54
PCP4	16	0	0	0	6	62
FLJ44635	310	294	683	192	240	160
LINC00514	0	2	0	2	0	1
FAM205BP	0	8	6	0	0	0
MIR1277	0	0	0	0	0	0
DNAJB5-DT	1	5	1	2	0	2
CDC37	5149	6674	5227	6240	5701	8966
CISD1	1085	824	714	1139	776	1069
H2BC8	901	917	1835	178	191	1168
H2AC18	0	0	0	0	0	0
H2AC17	623	571	1344	137	224	1054
H2AC4	412	254	807	77	91	556
H3C1	419	409	821	167	142	956
ADRB3	0	0	0	0	0	0
ADRB2	20	36	16	18	20	388
ATP8B5P	117	89	75	89	75	129
TP53RK	1103	1160	845	1362	1046	1112
MIR4667	0	0	0	0	0	0
LOC101926948	20	16	5	12	8	22
C9orf50	27	16	25	26	39	16
MIR6853	0	0	1	0	0	0
RPS28	863	757	952	605	886	135
SPDYC	0	4	2	2	2	1
MIR4475	0	0	0	0	0	0
MZB1	0	2	0	0	0	2
RBP2	0	2	0	3	0	1
MIR4540	0	0	0	0	0	0
MIR4476	0	0	0	0	0	0
EBLN3P	2246	2562	2275	2711	2749	2733
TOMM5	1689	1552	1876	1426	1324	2845
METRN	530	822	1292	717	732	601
FAM95C	0	0	0	0	0	0
BBS7	1409	1795	1143	1551	1246	2558
SYNGR3	4	1	14	0	6	10
FAM74A1	0	0	0	0	0	0
ZNF658B	27	19	30	34	24	25
GLIDR	78	44	115	90	39	42
FGF7P3	71	24	22	46	10	27
LOC102724238	4	0	6	2	0	0
LOC554249	0	0	0	0	0	0
MFSD4B	323	390	370	537	584	661
FAM95B1	0	0	0	0	0	0
LOC105379252	0	0	0	0	0	0
GXYLT1P3	0	0	0	0	4	0
AQP7P3	0	0	0	0	33	1
LOC101929583	0	0	0	0	0	0
LOC102724580	2	10	8	5	12	7
FRG1HP	438	451	358	524	541	413
PGM5P2	54	63	40	76	68	43
LOC440896	0	0	0	0	0	0
LOC107984035	64	88	440	502	117	58
FAM27E2	2	3	2	8	0	0
FAM242F	0	0	0	1	0	0
FAM74A7	0	0	0	0	0	0
LOC103908605	4	1	0	2	9	9
LOC101927827	0	0	2	0	0	0
XLOC_007697	0	0	0	0	0	0
FAM74A6	0	0	0	0	0	0
FAM74A4	0	0	0	0	0	0
FAM27C	1	6	22	19	9	1
LOC105379807	0	0	4	0	0	0
LOC102723709	0	0	0	0	1	0
FGF7P6	18	3	6	8	4	6
LINC01189	0	0	0	0	0	0
LOC103908604	0	0	0	0	0	0
LOC100132249	2	12	28	14	0	4
PTGER4P2-CDK2AP2P2	0	0	12	4	4	6
LOC728673	20	40	47	41	25	18
LOC101928381	0	0	0	0	0	0
LOC101928195	0	0	0	0	0	0
LOC286297	0	0	0	0	0	0
AQP7P1	6	4	0	0	24	1
LINC00537	20	16	208	97	71	82
FRG1JP	49	14	15	20	35	78
FLJ43315	10	13	0	0	0	0
ANKRD20A4-ANKRD20A20P	0	0	0	0	0	0
DEFB106B	0	0	0	0	0	0
LOC642929	0	0	0	0	0	0
FAM74A3	0	0	0	0	0	0
LOC105379450	0	0	0	0	0	0
CNTNAP3P2	0	0	0	0	0	0
FAM27E3	10	10	24	19	12	0
FAM27B	3	4	38	9	28	5
BRPF3	584	987	605	1285	761	881
LINC01506	0	0	0	0	0	0
LOC101927069	0	0	0	0	0	0
LRRC2	2035	1244	619	1034	1380	903
THAP1	589	608	457	565	488	539
C9orf135-DT	0	0	0	0	0	2
ZFHX2	19	46	6	78	78	16
MAMDC2-AS1	2	2	4	6	8	8
SMC5-AS1	16	12	14	43	27	47
UGT1A3	0	0	0	0	0	0
GGH	787	1393	1418	455	420	1336
TCF25	4935	6302	3854	4939	4748	6126
AMY2B	104	90	112	231	113	219
EID1	9237	10913	8325	9751	9511	11669
SMG9	1122	1346	1049	1277	1218	1446
TRIM28	7315	9602	7904	6007	5673	8132
LATS2	3131	4572	2996	5878	6074	4731
TFB2M	762	771	871	863	612	597
LINC01504	10	2	25	16	7	0
LINC01474	0	0	0	0	0	0
LOC101927358	0	0	0	0	0	2
RORB-AS1	0	0	0	0	0	0
RAC2	339	562	450	176	93	785
MC3R	0	0	0	0	0	0
CARNMT1-AS1	13	15	11	9	19	12
RPSAP9	138	171	158	66	73	92
PRLHR	0	0	0	0	0	0
VPS13A-AS1	0	0	0	2	1	0
CRABP1	0	0	0	2	2	9
GNA14-AS1	1	0	0	2	0	1
LGR4-AS1	12	5	0	5	7	27
ROMO1	1431	1295	1572	1253	1117	1296
LOC101927450	2	0	2	0	2	0
LRRC63	0	0	6	0	2	2
LINC01507	0	0	0	0	0	0
TGIF2-RAB5IF	0	0	0	0	0	0
LOC101927502	4	1	6	0	0	4
SPATA31D5P	0	0	0	0	0	0
CHSY3	187	207	280	989	452	339
LOC105376114	49	42	81	101	35	70
OPHN1	664	654	554	768	647	638
CTDSPL	1957	3159	2173	3822	2467	2023
FH	2349	2795	2586	1991	1714	2915
TTR	0	0	0	34	2	23
TTPA	3	10	2	10	4	20
LOC101927575	3	4	1	2	2	1
ACOD1	0	0	0	0	0	0
AGPAT2	1391	1513	1268	1222	1002	950
AGR2	0	2	0	0	0	0
LOC389765	70	68	53	97	48	36
KRT83	0	0	0	0	0	4
LOC101927623	2	2	0	6	1	0
C9orf153	4	1	0	6	9	3
GAS1RR	249	371	214	391	200	118
LOC440173	13	31	11	12	10	4
LOC494127	6	15	11	17	12	13
CTSL3P	4	3	2	0	2	5
CTSLP8	6	0	0	0	1	1
LOC392364	0	0	0	0	0	0
LOC497256	0	0	0	0	0	0
STH	0	0	0	0	0	0
INTS5	989	1247	851	1022	734	1343
LOC102724156	0	0	0	0	0	1
MIR4289	0	0	0	0	0	0
MIR3153	3	2	1	2	0	32
UNQ6494	0	0	0	0	0	0
LOC101927847	0	0	0	0	0	0
MIR4290HG	0	0	0	0	0	0
MIR4290	0	0	0	0	0	0
LINC01508	0	0	2	31	15	2
LINC01501	0	0	0	0	0	0
LOC100129316	2	1	2	9	1	3
LINC00484	6	2	8	6	0	24
MIR3910-1	0	0	0	0	0	0
MIR3910-2	0	0	0	0	0	0
LOC100128076	11	34	6	8	6	9
LINC00475	10	21	23	6	7	2
LOC105372977	0	0	0	0	0	2
CHMP7	1701	2022	1400	1951	1617	1981
MIR3651	0	0	0	0	0	0
SNORA84	1	2	0	0	5	1
CCDC182	0	0	0	0	0	0
HSD17B3	0	0	2	0	2	0
IL2RG	0	0	2	0	0	0
COX6C	2307	1808	2146	2025	1762	2065
ADAMTS1	26324	29743	12845	20372	30946	21459
MIR4670	0	0	0	0	1	0
CRLF1	1894	2991	414	1537	385	910
LOC100128361	0	0	0	0	0	0
DVL2	2342	2342	2132	3065	2111	2693
LOC101929748	0	0	0	4	0	0
ANKRD19P	477	510	446	462	328	489
LOC642943	0	0	0	0	0	0
PRRC2B	5447	8128	5168	8778	8930	8646
LOC101927954	0	0	0	0	1	0
FAM166C	0	0	0	0	0	0
MIR4291	0	0	0	0	0	0
BARX1-DT	0	0	0	0	0	0
LINC02603	147	188	199	377	261	230
LOC100132077	25	4	18	2	21	107
BST2	14	16	5	108	91	22
PCAT7	1	0	27	0	7	0
MIR2278	0	2	0	0	0	3
LOC101928119	11	20	7	29	24	31
MIR6081	6	13	6	30	21	9
MIR3074	9	8	12	13	14	5
FBXO33	1052	1102	816	1356	786	1976
NPAS4	3	10	8	16	8	0
LOC100507346	4	1	5	2	1	2
LINC00476	144	392	161	233	162	520
LINC00092	2	3	0	1	2	0
LOC158435	0	0	0	0	0	0
LOC158434	0	0	0	0	0	0
HSD17B3-AS1	0	0	0	0	0	0
TNP2	0	0	0	0	0	0
TFF2	0	0	0	0	0	0
TAL2	2	6	4	0	1	6
SULT1E1	0	0	0	0	0	0
FBXO42	1243	1232	1008	1831	1747	1328
OR51B4	0	0	0	0	0	0
LOC441455	10	5	6	29	10	35
LOC100132781	0	0	3	2	2	0
PTMAP11	4	8	10	7	18	8
GAS2L1P2	0	0	0	2	0	0
ANKRD18CP	5	6	4	69	4	31
SUGT1P4-STRA6LP	17	58	15	54	35	52
SUGT1P4-STRA6LP-CCDC180	0	0	0	0	0	0
MIR1302-8	1	3	1	3	0	0
LOC286359	0	0	0	0	0	0
CYP4F8	0	0	0	0	0	2
LINC00858	0	0	0	0	0	0
PTCSC2	0	0	0	2	0	0
EEF1AKMT4	58	64	49	92	62	43
MIR138-2	0	0	0	0	0	0
PCAT6	9	24	6	11	22	27
MIR6854	0	0	0	0	0	0
NUP133	2830	3453	2679	2978	2362	3431
TRIM67	4	2	6	5	6	4
NAMA	0	3	3	0	0	0
LOC101928438	1	0	3	4	2	0
STX17-AS1	0	2	4	0	2	2
CXCL10	0	2	0	0	0	2
MSANTD3-TMEFF1	0	0	0	0	0	0
DPH3P1	96	144	67	50	55	80
TMEM246-AS1	2	1	4	2	0	1
LINC00587	0	0	0	0	0	0
LINC01492	0	3	1	6	4	3
LOC101928523	0	0	0	0	3	2
SMC2-AS1	0	0	0	4	2	0
LOC105376194	0	0	0	0	0	0
KLHL33	6	7	15	16	12	6
TTC6	0	0	0	0	0	0
SPATA48	0	0	0	0	0	0
RALGAPA1P1	709	912	611	912	769	922
FAM83B	0	0	2	0	4	0
ALDH1L2	5090	6263	5731	6298	10310	3510
EIF4A3	2750	2855	2359	2439	1871	3039
MIR8081	0	0	0	0	0	0
LINC01505	0	0	0	0	0	0
LOC340512	0	5	10	4	2	7
LINC01509	3	2	0	0	0	0
MT1HL1	0	0	0	0	0	0
COL10A1	26	84	67	10876	4739	471
TREX1	0	0	0	0	0	0
SPATA31C1	0	0	0	0	0	2
PTPMT1	866	910	834	1287	1027	909
SLC6A14	0	0	0	0	0	0
GRID2IP	0	0	0	0	2	0
MIR3927	0	0	0	0	0	0
TMEM184C	2408	2186	1897	2810	1823	2602
TMEM190	22	15	6	16	20	1
TRUB1	1327	1598	1282	1750	1378	1360
TXNDC8	0	0	0	0	0	2
ATP5MF	1505	1342	1356	1181	1094	1765
SUCLA2	1762	1901	1355	1821	1555	2273
TNFRSF10A	205	160	54	254	143	154
RNF186	0	0	0	0	0	0
FBP2	0	0	0	0	0	0
CRCT1	0	0	0	0	0	0
MIR7702	0	0	0	0	0	0
LRRC37A5P	0	0	0	0	1	0
DNAJC25	508	417	391	479	373	642
MIR4668	1	3	4	5	1	7
ARF5	3524	3988	3099	2937	2688	2999
ARF4	11152	14304	8589	14064	12506	18169
FAM225B	28	36	2	31	15	35
FAM225A	6	16	6	18	19	26
XRCC5	12709	14661	11724	10916	10113	20705
LACTB2	520	547	444	517	414	646
APOBEC2	6	20	11	11	5	14
PLGLB2	0	0	0	0	0	0
FASN	3765	8164	4800	14391	5007	7412
ZNF264	1473	1972	1360	1789	1822	1835
ROS1	4	6	4	34	46	19
TLN1	27270	54050	29373	39722	39581	45415
MS4A13	0	0	0	0	0	0
MED28	1968	2333	1907	2187	1988	2187
MRPL46	480	457	484	454	433	554
BIRC7	4	0	0	0	0	0
TLCD4-RWDD3	28	21	19	19	24	22
KLHL9	3049	4920	2795	3111	2945	4182
SH3RF1	1262	3038	1161	1400	2981	2405
LOC101928748	2	0	0	0	3	10
LOC101928775	0	0	0	0	0	1
LINC00474	0	0	0	0	0	0
PAPPA-AS1	0	0	0	0	0	0
ASTN2-AS1	1	2	2	2	8	1
SNORA70C	0	0	0	0	0	0
LOC101928797	2	0	0	0	0	0
LINC02578	0	0	0	0	0	0
HSD17B6	33	22	18	261	189	28
LINC01613	4	4	2	10	0	2
SPINK13	0	0	0	0	0	12
LSINCT5	0	2	0	6	0	0
B3GNT10	166	190	158	185	178	362
CUTALP	462	691	707	729	964	890
MIR124-1	0	0	0	0	0	0
KERA	0	0	2	2	2	2
C5-OT1	0	0	0	0	0	0
TOP2B	4741	7888	6731	4054	4068	8268
CPLX4	0	2	0	0	0	0
KRTAP22-1	0	0	0	0	0	0
KRTAP19-2	0	0	0	0	0	0
BMP8B	14	21	14	13	394	10
OPN1LW	0	0	0	0	0	0
GSN-AS1	162	314	166	377	348	385
GGTA1P	0	0	0	2	6	2
MIR4478	0	0	0	0	0	0
MORN5	0	0	0	4	2	0
PLGLB1	0	0	0	0	0	0
CCR1	2	0	0	2	0	14
CLDN4	12	31	20	26	260	90
GABBR2	482	2827	793	286	543	3453
MAPK8IP1	588	584	410	498	231	541
GCN1	5779	9768	6298	8121	7715	9562
SNORD90	4	2	0	0	2	0
TSPAN5	1089	4205	2416	975	1240	3514
ACTR2	5930	12493	6128	9075	14324	15659
MIR600HG	52	136	95	107	56	102
USP17L2	0	0	0	17	3	6
RSPH1	2	0	2	6	0	0
MIR7150	0	0	0	1	0	0
LOC100505588	0	0	0	0	0	0
LOC613206	26	44	40	60	39	75
LOC100129034	1107	2400	1371	1814	1721	1798
MIR181A2HG	30	36	31	22	87	19
UBN2	781	910	700	1187	815	1123
WDR38	4	8	2	7	8	15
ZNF829	291	321	277	323	246	414
RCVRN	2	4	2	5	0	0
LOC105376271	4	0	4	2	1	3
CST7	3	1	0	1	2	0
KLHDC7B	0	4	0	10	41	2
GLCCI1	234	282	192	286	205	311
KTI12	0	0	0	0	0	0
SGF29	293	375	367	264	354	196
HOGA1	43	41	6	16	21	32
PNKD	619	756	611	666	535	636
IRF2BP2	4972	5693	4879	5217	4808	6425
FAM220A	921	999	828	1129	1054	941
CYS1	397	681	236	578	309	219
KCNQ4	0	6	0	2	6	0
LOC51145	2	3	2	0	4	1
LOC101929116	0	0	0	0	0	0
MIR193B	1	0	0	3	0	2
SNORA65	18	26	28	25	26	28
MIR3911	6	2	0	1	1	1
PRR23B	0	0	0	0	0	0
FAM209B	3	8	2	0	0	0
PRPH2	163	292	114	73	78	23
MIR3960	0	0	0	1	0	0
MIR298	0	0	1	1	1	0
MIR765	1	7	4	2	1	5
LOC102723566	50	52	52	86	85	97
MIR4672	3	0	2	1	3	1
PPIAL4E	0	0	0	0	0	0
SPATS1	0	0	0	0	4	0
E2F7	190	275	288	96	208	1200
LURAP1L	3720	2188	1893	2681	3459	2352
SLC25A25-AS1	24	37	44	38	32	27
PTGES2-AS1	8	12	16	10	14	10
MAP1LC3B2	222	240	203	196	224	478
MIR3154	0	0	0	1	0	3
MIR219B	0	0	0	0	0	0
UGT1A5	0	0	0	0	0	0
PMM2	1715	2418	1789	1671	1352	2032
ROM1	304	317	191	225	98	139
RLBP1	0	0	0	0	2	0
RACK1	45629	48339	56307	34502	32273	32969
HSPB3	310	854	516	139	183	418
PGK1	11346	12795	8842	11109	15240	21929
PLOD1	15131	24852	16295	20159	19276	21214
LIN37	487	400	391	352	354	498
TNFAIP6	422	72	266	632	1125	1439
VSIG10	885	1348	1001	716	304	1367
SNX8	1009	1953	1465	1704	997	2690
HCFC2	2339	2753	1850	2696	2241	2171
AGAP5	3	1	2	2	3	5
GBX1	0	0	3	0	1	2
ARMCX1	2584	3391	2788	2308	1094	4058
ARMCX3	6246	7722	5713	6905	5140	6639
CCR10	24	173	30	52	37	48
TIMMDC1	2759	2440	2340	2637	2241	2676
IL23A	10	20	11	12	19	26
PCDH12	21	33	23	12	31	28
SPOCK1	7579	10312	6009	9918	5647	7133
LOC100506100	72	51	55	21	11	56
EFNB3	118	50	45	52	22	14
ZC3H7A	1463	2208	1532	2265	1868	2380
COL12A1	214709	327195	323967	430141	529925	97395
MIR26A1	0	0	2	1	0	0
ZMAT3	6411	8588	5513	16421	7894	8791
NKX2-3	0	0	0	0	0	0
TRIB3	3913	1846	4049	5540	7313	1059
LOC101929331	0	0	0	0	0	0
LINC01503	364	278	308	903	820	119
PRRX2-AS1	1	3	5	5	16	29
GPLD1	37	13	8	13	6	3
MIR6855	2	1	0	4	0	0
FDX1	815	644	542	730	610	763
IFIT2	461	598	343	312	168	583
LOC100272217	29	33	20	36	39	42
MIR6856	0	0	0	0	0	1
ACTRT3	231	268	202	305	193	244
DOT1L	460	910	591	866	1054	944
JAM3	2914	3420	2522	3457	2230	4456
CA5B	0	2	0	0	1	0
TCIM	51	30	32	51	218	39
SNORD62A	0	0	0	0	0	0
SNORD62B	0	0	0	0	0	0
LRRC14B	0	7	0	2	4	4
MIRLET7E	0	0	0	0	0	0
MIRLET7B	0	0	0	0	0	0
PELI1	221	216	244	495	863	274
CA14	38	33	16	34	16	44
TMEM59L	38	37	24	16	39	12
NUTM2B	13	10	11	16	28	7
SLC18A2	20	21	8	24	19	57
RPS2	14516	14905	22731	10629	10160	9759
MYOCOS	0	0	0	0	0	0
CA3	0	0	3	3	0	1
MIR548AW	0	2	0	1	0	0
MIR6877	1	1	0	0	0	0
CELP	0	0	0	0	0	0
CXCL3	16	9	3	4	17	133
COMMD3-BMI1	0	0	0	0	0	0
TTYH3	1800	3727	2233	3880	3336	3832
SNORD24	12	27	29	11	12	19
SNORD36B	14	28	22	6	16	17
SNORD36A	67	74	105	68	45	90
SNORD36C	36	41	39	26	27	44
CXCL2	37	31	15	0	47	315
S1PR2	1815	1797	1131	1256	1208	2144
MED14	798	1642	1077	1573	2211	1768
CWC22	991	1233	1037	1134	818	1296
CCDC180	3	7	0	2	3	5
CCDC69	315	66	44	106	65	165
CRYM	14	8	5	2	1	55
DBH-AS1	0	4	4	8	2	0
TMEM132C	0	0	0	0	0	0
BRD3OS	1245	1421	1035	1293	907	1703
LOC100130548	18	25	26	17	22	17
POLRMT	900	1059	881	1025	822	755
RNU6ATAC	15	21	14	60	77	67
LINC02247	4	0	0	3	0	2
MIR4669	0	0	0	0	0	0
CACNB1	284	372	204	416	431	374
COL5A1-AS1	6	9	11	15	11	27
LOC101448202	44	54	35	22	63	21
MIR3689A	4	1	1	0	0	2
MIR3689C	5	2	1	0	3	0
MIR3689D1	2	4	1	0	0	0
MIR3689B	4	10	5	3	0	0
MIR3689D2	1	2	1	3	0	0
MIR3689E	1	2	1	0	0	1
MIR3689F	3	8	4	0	0	0
PSMB10	1202	1722	1308	797	686	772
TBCD	2202	2862	2322	2286	1498	2827
LOC401557	0	0	0	0	0	0
PPP1R26-AS1	25	38	31	30	33	27
LOC101928525	6	7	6	1	5	1
AGTR2	0	0	0	0	0	0
SLC7A1	3999	6678	5671	5461	8074	6336
LINC01502	0	0	0	0	0	0
ABHD1	32	40	24	45	33	50
INSM2	8	4	0	0	0	2
C11orf16	11	22	12	9	13	18
TIMP2	30510	44346	23750	53309	35540	65787
ERFL	9	7	10	2	14	4
DKFZP434A062	52	14	16	34	24	20
MIR146B	1	0	0	0	0	0
DHX38	2759	3869	2352	3162	2828	4377
TOMM6	1597	1507	1621	1639	1359	2102
UBR3	3189	3797	2896	3940	3069	4068
MIR4673	0	0	0	0	0	0
MIR4674	4	0	4	0	2	1
NALT1	31	71	34	15	28	16
LINC01451	0	22	12	2	6	0
HSPC324	0	0	0	0	0	0
SENCR	21	71	9	31	36	30
SNORA17B	0	0	0	0	0	0
SNORA17A	0	0	0	0	0	0
LOC100128593	0	0	0	0	0	0
MIR6722	0	0	0	0	0	0
CCDC183-AS1	40	63	25	67	53	60
MIR4292	8	10	8	11	5	18
CISD2	861	799	920	905	540	1046
OR5A2	0	0	0	0	0	0
OR10X1	0	0	0	0	0	0
OR10S1	0	0	0	0	0	0
OR4C15	0	0	0	0	0	0
NRIP3	648	800	574	465	506	1834
MIR4479	0	0	0	1	1	1
FADS1	4341	4419	5243	11840	4210	4861
PLPP7	303	732	372	591	215	58
EMB	2	0	1597	127	94	237
KIF4A	237	323	521	47	113	2966
ZC3H11B	571	676	456	600	633	571
MAN1B1-DT	46	43	31	42	35	35
SURF2	219	169	162	307	208	201
WDR90	619	934	603	699	583	1244
LCP2	0	0	0	2	0	0
MIR3621	0	0	0	0	0	0
KRTAP4-5	0	0	0	0	0	0
KRTAP4-3	0	0	0	0	0	0
STPG3-AS1	12	4	4	14	8	9
DCAF4L1	4	8	0	16	6	22
CDNF	47	44	56	27	27	45
UBE2Q2L	8	3	7	14	6	3
C18orf12	0	0	0	0	0	0
LHX8	19	0	0	2	11	30
MIR7114	0	0	0	0	0	1
GGN	27	42	29	22	41	38
ARRDC1-AS1	352	373	227	366	411	281
